MARKET PLACE,Customer Site ID,Customer Name,Product Code,Product Serial Number,Equipment Rental Payment/Month
UPSTATE NY,647128,EDEN PARK HEALTH CARE CTR,D3,NQJ17246,189
WESTERN CANADA,647164,GPC CANADA INC,A4,NDK05948,0
UPSTATE NY,647172,UCC DIRECT SERVICES,D3,NQJ35070,268
WESTERN CANADA,647198,"DR SAUNDERS, KWG",A1,NDF05378,0
OHIO VALLEY,647266,GOODYEAR TIRE & RUBBER REC'G 530A,C2,NNC04121,888
WESTERN CANADA,647416,INTL KEYSTONE ENTERTAINME,F1,UYS48613,0
WESTERN CANADA,647416,INTL KEYSTONE ENTERTAINME,F1,UYS48609,0
BAY AREA,647688,NATIONAL SEMICONDUCTOR,D4,H4706000717,759
BAY AREA,647688,NATIONAL SEMICONDUCTOR,D4,H4725500448,690
OHIO VALLEY,647719,CANTON CITY SCHLS ALTERNATE SCHL,A4,NDK26899,212
WESTERN CANADA,647758,JAMES RICHARDSON INTL LTD,F1,UYS57145,0
UPSTATE NY,647793,ARNOLD WORLDWIDE,F1,UYP63664,78
UPSTATE NY,647930,HATCH LEONARD NAPLES,D3,NQG25632,491
UPSTATE NY,647930,HATCH LEONARD NAPLES,F1,ZKM04426,31
WESTERN CANADA,647988,QUEST CAPITAL CORP,D4,NNT02952,0
DESERT SOUTHWEST,648056,CHICANOS POR LA CAUSA,D4,A7709910395,0
BAY AREA,648138,METRO ED,A1,NVH36805,32
BAY AREA,648157,DNS ELECTRONICS,D3,NQG15851,245
WESTERN CANADA,648275,CITY OF RICHMOND CITY WORKS YARD PK DIV,A4,NDK26172,0
OHIO VALLEY,648288,OBGYN OF THE RESERVE,A2,NGV15702,93
OHIO VALLEY,648288,OBGYN OF THE RESERVE,A2,NGV15702,0
OHIO VALLEY,648288,OBGYN OF THE RESERVE,F1,UYJ13232,37
UPSTATE NY,648392,AVERILL PARK CENTRAL SCH MILLER HILL ELEM SCH,D3,NQJ28650,137
WESTERN CANADA,648418,UBC DIV OF CARDIOLOGY,D3,NNY03556,0
WESTERN CANADA,648428,UBC-REGISTRAR'S RECORDS & REGISTRATIONS,D3,NNY12307,0
UPSTATE NY,648447,COHOES CITY SCHOOL ABRAM LANSING ELEMENTARY,D5,MPV01093,755
WESTERN CANADA,648475,UBC AUDIO VISUAL SERVICES,D3,NNY06321,0
WESTERN CANADA,648544,UBC ZOOLOGY,D3,NQJ02673,0
WESTERN CANADA,648544,UBC ZOOLOGY,D3,NQG00121,0
WESTERN CANADA,648579,UBC REGISTRARS OFFICE,D3,NNY12325,0
WESTERN CANADA,648604,UBC MEDICAL GENETIC,D3,NNY14031,0
BAY AREA,648626,NATIONAL SEMICONDUCTOR BLDG A 1ST FL POST G-10,CR,L00054958,"1,236"
BAY AREA,648626,NATIONAL SEMICONDUCTOR BLDG A 1ST FL POST G-10,CR,L00054976,"1,236"
BAY AREA,648626,NATIONAL SEMICONDUCTOR BLDG A 1ST FL POST G-10,C3,NSX00691,"2,975"
BAY AREA,648626,NATIONAL SEMICONDUCTOR BLDG A 1ST FL POST G-10,C3,NSX00700,"2,975"
BAY AREA,648626,NATIONAL SEMICONDUCTOR BLDG A 1ST FL POST G-10,D2,NPR37274,268
BAY AREA,648626,NATIONAL SEMICONDUCTOR BLDG A 1ST FL POST G-10,D4,MPL08984,415
BAY AREA,648626,NATIONAL SEMICONDUCTOR BLDG A 1ST FL POST G-10,BLANK,NSX00691,"2,975"
BAY AREA,648626,NATIONAL SEMICONDUCTOR BLDG A 1ST FL POST G-10,BLANK,NSX00700,"2,975"
BAY AREA,648626,NATIONAL SEMICONDUCTOR BLDG A 1ST FL POST G-10,D4,H4725100013,690
BAY AREA,648626,NATIONAL SEMICONDUCTOR BLDG A 1ST FL POST G-10,D4,H4725500394,690
BAY AREA,648626,NATIONAL SEMICONDUCTOR BLDG A 1ST FL POST G-10,D4,H4725500452,690
BAY AREA,648626,NATIONAL SEMICONDUCTOR BLDG A 1ST FL POST G-10,D4,H4725500395,690
WESTERN CANADA,648644,UBC AGRICULTURAL SCIENCES,F1,UYS61506,0
DESERT SOUTHWEST,648658,SWIFT TRANSPORTATION,D1,H1790500605,168
DESERT SOUTHWEST,648658,SWIFT TRANSPORTATION,D1,C3770070016,468
DESERT SOUTHWEST,648670,SHAMROCK DAIRY DAIRY DIV,A1,A2923090221,0
OHIO VALLEY,648689,MINERAL RIDGE HIGH SCHOOL SENIOR CLASS,A1,NVF19407,478
WESTERN CANADA,648746,UBC CHEMISTRY DEPT,A1,NVH21078,0
WESTERN CANADA,648805,UBC CAREER SERVICES,D3,NQJ22451,0
WESTERN CANADA,648876,UBC MEDICAL GENETICS,D3,NQG10989,0
UPSTATE NY,648947,VANDERHYDEN HALL,A1,H4216403047,37
UPSTATE NY,648948,VANDERHYDEN HALL WOODLAND COMM RESIDENCE,A1,H4216402878,37
UPSTATE NY,648949,VANDERHEYDEN HALL,D3,H5206800131,218
UPSTATE NY,648949,VANDERHEYDEN HALL,D3,H5216200855,288
DESERT SOUTHWEST,649008,SHAMROCK FOODS CO,D3,A7699921757,181
WESTERN CANADA,649024,ELIZABETH FRY SOCIETY OF,D3,NNV04794,0
WESTERN CANADA,649117,WESTCOAST FAMILY RESOURCE,F1,UYS20728,0
UPSTATE NY,649140,THOMAS NICOLLA PT ASSOC,D2,H2411403100,0
WESTERN CANADA,649179,WESCO DISTRIBUTION CANADA DOWNSTAIRS REC,D3,NNX01416,0
DESERT SOUTHWEST,649280,RURAL METRO CORP,D2,H2401100419,0
DESERT SOUTHWEST,649560,CAPITAL TITLE AGCY,D4,MPL16444,598
UPSTATE NY,649638,CAPITAL DISTRICT YMCA,D3,NNV15925,280
INDIANA KENTUCKY,649672,SHERWIN WILLIAMS,A1,NUN80641,86
INDIANA KENTUCKY,649674,SHERWIN WILLIAMS,A1,NUN23280,82
UPSTATE NY,649734,MARIE ROSE MANOR,D1,NPR29525,126
DESERT SOUTHWEST,649927,CAPITAL TITLE AGCY,D4,H4714900433,586
NORTH CENTRAL CALIFORNIA,649981,SEQUOIA MIDDLE SCHOOL,D4,A7908520260,0
WESTERN CANADA,649983,SCHOOL DIST #42 MAPLE RID WEBSTER'S CORNER ELEMENTA,A4,CYR33376,0
UPSTATE NY,650113,NORTHEAST ORTHOPEDICS LLP,D2,MPJ06150,299
DESERT SOUTHWEST,650296,INSURERS ADMNSTRV CORP,D3,NNX00683,345
DESERT SOUTHWEST,650296,INSURERS ADMNSTRV CORP,D3,NNX00200,345
DESERT SOUTHWEST,650296,INSURERS ADMNSTRV CORP,D3,NNX00161,345
DESERT SOUTHWEST,650296,INSURERS ADMNSTRV CORP,D3,NNX00283,345
DESERT SOUTHWEST,650296,INSURERS ADMNSTRV CORP,D3,NNY06950,345
DESERT SOUTHWEST,650296,INSURERS ADMNSTRV CORP,F1,UYK02601,45
DESERT SOUTHWEST,650296,INSURERS ADMNSTRV CORP,F1,UYK02598,45
DESERT SOUTHWEST,650296,INSURERS ADMNSTRV CORP,F1,UYG12007,71
DESERT SOUTHWEST,650296,INSURERS ADMNSTRV CORP,F1,UYS26972,71
OHIO VALLEY,650370,PIP PRINTING CAPITAL OFFICE BLDG,D4,NLE10608,256
OHIO VALLEY,650474,CLARK CONSULTING TERMINAL TOWER,D3,NQG19566,365
NORTH CENTRAL CALIFORNIA,650478,NORCAL ELECTRIC SUPPLY CO,D3,A7698840908,268
WESTERN CANADA,650484,MOUNT SAINT JOSEPH HOSPIT ATTN:ACCOUTNS PAYABLE,F1,UEF29111,0
UPSTATE NY,650577,AVERILL PARK CENTRAL HIGH SCHL-COUNSELING CTR,D3,NQJ48277,221
UPSTATE NY,650579,THOMAS NICOLLA PT ASSOC,D2,H2411701300,140
WESTERN CANADA,650580,SCHOOL DIST #75 MISSION CHRISTINE MORRISON ELEM,A4,NJE38013,0
WESTERN CANADA,650640,CHELSOM CONSULTANTS LTD,D3,H5206501529,0
OHIO VALLEY,650659,MILAN EXPRESS CO INC,A1,NDF19867,105
OHIO VALLEY,650659,MILAN EXPRESS CO INC,A3,NGL06489,177
DESERT SOUTHWEST,650669,NUWAY REALTY,A1,1A36840163,95
NORTH CENTRAL CALIFORNIA,650865,OCEAN PROJECTS ASSOC X ST HWY 299,D1,H6617005353,321
WESTERN CANADA,650909,LANIGAN UNION HOSPITAL,F1,1970600057,0
OHIO VALLEY,650951,SHERWIN WILLIAMS,A4,NJF14725,540
OHIO VALLEY,650951,SHERWIN WILLIAMS,A4,NJF14614,540
OHIO VALLEY,650951,SHERWIN WILLIAMS,A4,NJF14718,540
OHIO VALLEY,650951,SHERWIN WILLIAMS,A4,NJF14625,540
OHIO VALLEY,650951,SHERWIN WILLIAMS,A4,NJF19896,514
UPSTATE NY,651068,SARATOGA SCHENECTADY GASTROENTEROLOGY,D2,H2400900569,191
WESTERN CANADA,651134,TETRES CONSULTANTS INC,D4,NRL00549,0
MICHIGAN,651135,DR PATRICIA VEGA,D2,NPR06080,415
MICHIGAN,651318,HEIDTMAN STEEL PRODUCTS,D3,NQJ58914,0
UPSTATE NY,651328,SULLIVAN ELEM SCHOOL N ADAMS SCHOOLS,D1,H4391100057,46
UPSTATE NY,651351,KITTREDGE SCHOOL,D3,MPH14313,226
MICHIGAN,651377,NU CENTURY TEXTILE SVCS DIANA GRAY,A4,NGQ02820,194
WESTERN CANADA,651445,CROWN PACKAGING PAPER RECOVERY DIVISIONS,F1,UYS62598,0
WESTERN CANADA,651445,CROWN PACKAGING PAPER RECOVERY DIVISIONS,F1,UYS62602,0
UPSTATE NY,651445,VANDERHEYDEN HALL,A1,H4216402950,37
NORTH CENTRAL CALIFORNIA,651541,PACIFIC LUMBER CO,D4,NLE04481,761
NORTH CENTRAL CALIFORNIA,651541,PACIFIC LUMBER CO,D1,H1700201158,54
MICHIGAN,651542,GREAT LAKES WESTERN STAR,F1,ULR86851,38
MICHIGAN,651542,GREAT LAKES WESTERN STAR,F1,UYS56199,69
NORTH CENTRAL CALIFORNIA,651542,PACIFIC LUMBER CO FORTUNA,D1,H1700301001,54
UPSTATE NY,651595,EVERGREEN COMMONS,D4,MPL38730,0
UPSTATE NY,651632,ALBANY CITY SCHOOL DIST ADMINISTRATION BLDG,D3,NQJ02550,148
UPSTATE NY,651822,SCHWEITZER MAUDUIT,A2,NKU13680,64
WESTERN CANADA,652002,TECK MINING GROUP LTD MAILROOM,A4,NJE01853,396
NORTH CENTRAL CALIFORNIA,652124,CINGULAR WIRELESS,D1,NPC05011,0
OHIO VALLEY,652173,ROSS LABS,A1,A7367862376,92
OHIO VALLEY,652173,ROSS LABS,A1,A7417851386,53
OHIO VALLEY,652296,COMP MANAGEMENT INC,F1,UYS35268,79
OHIO VALLEY,652296,COMP MANAGEMENT INC,F1,UYS35266,79
NORTH CENTRAL CALIFORNIA,652326,ASSOCIATED PENSION CONSULTANTS INC,D4,H4705400425,606
NORTH CENTRAL CALIFORNIA,652326,ASSOCIATED PENSION CONSULTANTS INC,D4,H4705300008,606
OHIO VALLEY,652342,THE COLUMBUS ZOO,D2,MPG26017,230
INDIANA KENTUCKY,652357,CHURCHILL DOWNS ACCOUNTS PAYABLE,F1,UYS49105,73
INDIANA KENTUCKY,652357,CHURCHILL DOWNS ACCOUNTS PAYABLE,F1,UYS29479,75
INDIANA KENTUCKY,652357,CHURCHILL DOWNS ACCOUNTS PAYABLE,F1,UFX03934,50
INDIANA KENTUCKY,652357,CHURCHILL DOWNS ACCOUNTS PAYABLE,F1,UFX04918,50
NORTH CENTRAL CALIFORNIA,652472,NORCAL ELECTRIC SUPPLY,A2,A3727820158,175
DESERT SOUTHWEST,652510,CAPITAL TITLE AGENCY,F1,UYG00250,0
OHIO VALLEY,652524,BATH & BODY WORKS,P7,SESA0801634,580
OHIO VALLEY,652529,PETSMART,F1,M9008100444,70
UPSTATE NY,652548,MILLER EGGLESTON & CRAMER,D4,NNT00032,382
UPSTATE NY,652563,ESSEX HIGH SCHOOL,D5,H4805300005,705
UPSTATE NY,652563,ESSEX HIGH SCHOOL,D5,H4805200080,705
DESERT SOUTHWEST,652582,APPLE ONE,D2,H2510300121,142
OHIO VALLEY,652622,RIDGE TOOL CO,A1,A7418850644,0
UPSTATE NY,652684,FAHC,D3,NNV12294,263
WESTERN CANADA,652694,STANDARD AERO LIMITED,D4,NRF03822,0
WESTERN CANADA,652694,STANDARD AERO LIMITED,F1,UYS73523,0
WESTERN CANADA,652694,STANDARD AERO LIMITED,F1,UYS46810,0
UPSTATE NY,652704,CASELLA WASTE MANAGEMENT RTE 2 EAST MONTPELIER RD,D1,H1701000043,82
OHIO VALLEY,652720,DAMONS,D1,H9219601703,77
NORTH CENTRAL CALIFORNIA,652755,GLENN COUNTY SUPERIOR COURT,D2,NNX00053,249
NORTH CENTRAL CALIFORNIA,652755,GLENN COUNTY SUPERIOR COURT,D3,NNY07789,219
UPSTATE NY,652863,IMANI HEALTH INSTITUTE,F1,UEF44708,63
NORTH CENTRAL CALIFORNIA,652881,LANDA MANAGEMENT SYS CORP LANDSCORP INC,D4,NNT17679,702
NORTH CENTRAL CALIFORNIA,652881,LANDA MANAGEMENT SYS CORP LANDSCORP INC,D4,NNT18214,702
NORTH CENTRAL CALIFORNIA,652881,LANDA MANAGEMENT SYS CORP LANDSCORP INC,F1,UKJ16259,34
NORTH CENTRAL CALIFORNIA,652881,LANDA MANAGEMENT SYS CORP LANDSCORP INC,D5,H4805100020,660
OHIO VALLEY,652896,AK STEEL CORP,D2,MPG27408,254
OHIO VALLEY,652896,AK STEEL CORP,D3,H7016600342,222
OHIO VALLEY,652896,AK STEEL CORP,D3,H7016600339,222
OHIO VALLEY,652896,AK STEEL CORP,D3,H7016600355,222
OHIO VALLEY,652911,DOCTORS HOSP,D1,H4310300272,83
NORTH CENTRAL CALIFORNIA,652943,CORNING ELEM SCHOOL DIST OFFICE,D3,NQJ16076,312
DESERT SOUTHWEST,652949,MEYER & LUNDAHL MANUFACTURING CO,F1,UYS60391,65
DESERT SOUTHWEST,652980,RENAISSANCE HOTELS INT'L MTG & BANQ CENTER,D3,H5206500117,229
DESERT SOUTHWEST,652980,RENAISSANCE HOTELS INT'L MTG & BANQ CENTER,D3,H5206500115,235
DESERT SOUTHWEST,652980,RENAISSANCE HOTELS INT'L MTG & BANQ CENTER,D4,H4705400104,499
DESERT SOUTHWEST,652980,RENAISSANCE HOTELS INT'L MTG & BANQ CENTER,D4,H4705400108,493
UPSTATE NY,653029,WILLISTON SCHL DISTRICT ALLEN BROOK SCHL,D4,H4706000064,395
WESTERN CANADA,653099,TIMBERWEST FOREST CORP PO BOX 11101,F1,UYP06956,0
WESTERN CANADA,653099,TIMBERWEST FOREST CORP PO BOX 11101,F1,UYP06978,0
OHIO VALLEY,653360,FIDELITY ORTHOPEDIC INC,D3,NQJ18605,230
UPSTATE NY,653444,FAHC CHLDS SPCLTY MCCLURE 1,D3,NQJ41444,224
NORTH CENTRAL CALIFORNIA,653489,FARMERS INS GROUP PAUL G CLARK,F1,UYP63412,88
UPSTATE NY,653620,BEN FRANKLIN,D3,NNX00267,205
DESERT SOUTHWEST,653626,MERLE'S AUTOMOTIVE & INDUSTRIAL SUPPLY,BLANK,9233,180
DESERT SOUTHWEST,653626,MERLE'S AUTOMOTIVE & INDUSTRIAL SUPPLY,D2,MPG01659,226
OHIO VALLEY,653649,ITW FOOD EQUIPMENT GRP TECH SERVICE,D2,H2491100822,150
UPSTATE NY,653662,DESMEULES OLSTEAD & OSTLER,A4,NJF10233,202
DESERT SOUTHWEST,653822,ST ELIZABETH OF HUNGARY CATHOLIC COMMUNITY SVCS,D2,MPG36596,0
DESERT SOUTHWEST,653822,ST ELIZABETH OF HUNGARY CATHOLIC COMMUNITY SVCS,D2,MPG36495,0
DESERT SOUTHWEST,653822,ST ELIZABETH OF HUNGARY CATHOLIC COMMUNITY SVCS,D3,MPH28816,0
UPSTATE NY,653956,COPLEY HOSPITAL ATTN: PHYSICAL THERAPY,A1,NVF19063,35
UPSTATE NY,653956,COPLEY HOSPITAL ATTN: PHYSICAL THERAPY,D3,H5206500233,320
UPSTATE NY,653956,COPLEY HOSPITAL ATTN: PHYSICAL THERAPY,D3,H5206500018,260
UPSTATE NY,653956,COPLEY HOSPITAL ATTN: PHYSICAL THERAPY,D4,H4705300577,470
WESTERN CANADA,653969,LONG PLAIN FIRST NATIONS TRIBAL COUNCIL BAND #287,F1,UZS29962,0
UPSTATE NY,653988,BENNINGTON POLICE DEPT,A1,NVF47120,34
WESTERN CANADA,654045,BOX MASTER BLDG E / UPSTAIRS,D4,MPL05949,0
NORTH CENTRAL CALIFORNIA,654166,GRANITE CONSTRUCTION CO,BLANK,1500400350,34
NORTH CENTRAL CALIFORNIA,654166,GRANITE CONSTRUCTION CO,F1,UYR02239,279
NORTH CENTRAL CALIFORNIA,654166,GRANITE CONSTRUCTION CO,F1,UYP06088,256
OHIO VALLEY,654170,CLOPAY CORP,F1,UYP14157,291
OHIO VALLEY,654384,ELDER BEERMAN DISTRIBUTION CTR,D3,NQJ09986,170
OHIO VALLEY,654384,ELDER BEERMAN DISTRIBUTION CTR,A1,A7368823237,77
UPSTATE NY,654387,REYNOLDS & SONS,D1,H6626503594,0
OHIO VALLEY,654492,CLEVELAND ELEM,A7,88468331,220
OHIO VALLEY,654492,CLEVELAND ELEM,A7,88468331,220
WESTERN CANADA,654539,JAMES RICHARDSON INTERNATIONAL,F1,UYS73587,0
OHIO VALLEY,654624,GRACE A GREEN SCHOOL,A7,88468342,220
OHIO VALLEY,654782,PREMIER HEALTH CARE GRANT LEARNING CTR,D3,A7699920395,410
OHIO VALLEY,654799,STANFIELD PLACE UVMC,D1,MQS04469,0
NORTH CENTRAL CALIFORNIA,654923,U HAUL CENTER,F1,UYS27501,81
NORTH CENTRAL CALIFORNIA,655026,NOVOZYMES BIOTECH INC,A4,46213714,0
WESTERN CANADA,655221,CRESCENT VALLEY ELEMENTARY SCHOOL,A1,VKB08742,0
WESTERN CANADA,655299,ONOWAY ELEMENTARY SCHOOL 4708 LAC STE ANNE TRAIL,D4,NNT11765,0
OHIO VALLEY,655397,GM TRUCK & BUS MORAINE ASSEMBLY PLANT,F1,UFK14546,0
OHIO VALLEY,655397,GM TRUCK & BUS MORAINE ASSEMBLY PLANT,F1,UYG08059,0
OHIO VALLEY,655397,GM TRUCK & BUS MORAINE ASSEMBLY PLANT,F1,UYG04578,0
OHIO VALLEY,655397,GM TRUCK & BUS MORAINE ASSEMBLY PLANT,F1,UYG33587,113
OHIO VALLEY,655397,GM TRUCK & BUS MORAINE ASSEMBLY PLANT,F1,UYS07964,113
NORTH CENTRAL CALIFORNIA,655525,CHAPTER 13 TRUSTEE,F1,ZKM16861,80
NORTH CENTRAL CALIFORNIA,655654,EBARA TECHNOLOGIES,A1,NVH09501,63
NORTH CENTRAL CALIFORNIA,655654,EBARA TECHNOLOGIES,F1,UYP06343,72
DESERT SOUTHWEST,655707,UNIVERSITY OF ARIZONA VP OF RESEARCH,D4,H4705300132,288
WESTERN CANADA,655773,SONOCO CANADA CORP BOX 390,D1,NLU04199,0
NORTH CENTRAL CALIFORNIA,655827,ELK GROVE DOOR & HARDWARE,D1,H9228800015,178
OHIO VALLEY,655938,CAREVIEW CORP,F1,UYP21945,86
OHIO VALLEY,656002,CARLSON ELEMENTARY,A7,88468423,220
OHIO VALLEY,656012,FRANKLIN ELEMENTARY,A7,88468419,220
OHIO VALLEY,656017,EASTMONT ELEMENTARY,A7,88468421,220
OHIO VALLEY,656034,VALARIE ELEMENTARY SCHOOL,A7,88467751,220
WESTERN CANADA,656040,ALFA LAVAL,F1,UKM02597,0
WESTERN CANADA,656082,SHERRITT INTERNATIONAL CO LEGAL SERVICES,D4,MPL41353,0
WESTERN CANADA,656083,SHERRITT INTERNATIONAL CO LEACH LAB,A1,NVH29208,0
WESTERN CANADA,656083,SHERRITT INTERNATIONAL CO LEACH LAB,D1,NLV01324,0
WESTERN CANADA,656083,SHERRITT INTERNATIONAL CO LEACH LAB,D4,NRL00546,0
WESTERN CANADA,656083,SHERRITT INTERNATIONAL CO LEACH LAB,D4,NRL00586,0
WESTERN CANADA,656083,SHERRITT INTERNATIONAL CO LEACH LAB,F1,UKJ14038,0
WESTERN CANADA,656086,SHERRITT INTERNATIONAL CO MAINTENANCE,D3,NQG01831,0
WESTERN CANADA,656088,SHERRITT INTERNATIONAL CO POWER HOUSE,A2,VMI06030,0
WESTERN CANADA,656088,SHERRITT INTERNATIONAL CO POWER HOUSE,D3,MPH18669,0
OHIO VALLEY,656098,EFTEC NORTH AMERICA LLC NR STATION,F1,UYP65979,74
WESTERN CANADA,656099,EPCOR UTILITIES INC E & S D GROUP,D3,MPH25618,0
NORTH CENTRAL CALIFORNIA,656118,WEST SACRAMENTO HOUSING DEVELOPMENT CORPORATION,A2,NGM30476,185
OHIO VALLEY,656202,WRIGHT PATT CREDIT UNION,F1,UKJ08342,31
OHIO VALLEY,656216,WRIGHT PATT CREDIT UNION,F1,UYS25881,31
OHIO VALLEY,656217,WRIGHT PATTERSON KITTY HAWK CTR,F1,UKJ08344,31
OHIO VALLEY,656218,WRIGHT PATT CREDIT UNION,F1,UKJ07900,31
OHIO VALLEY,656219,WRIGHT PATT CREDIT UNION,F1,UYS25879,31
WESTERN CANADA,656283,ALBERTA GAMING AND LIQUOR,D3,MPH08214,0
OHIO VALLEY,656308,PREMIER HEALTH CARE,A1,A7419870966,22
OHIO VALLEY,656308,PREMIER HEALTH CARE,D2,A7429070375,105
OHIO VALLEY,656308,PREMIER HEALTH CARE,D3,A7699920263,156
DESERT SOUTHWEST,656330,NORTHWEST FIRE DEPT,D4,H4705300275,419
NORTH CENTRAL CALIFORNIA,656356,MARINE TERMINALS,D2,NNX01524,223
OHIO VALLEY,656375,CHILD ADVOCACY CTR,A2,7660245X,0
OHIO VALLEY,656423,WRIGHT PATT CREDIT UNION,F1,UKJ08412,31
OHIO VALLEY,656448,WRIGHT PATT CREDIT UNION,F1,UKJ08276,31
OHIO VALLEY,656449,WRIGHT PATT CREDIT UNION,F1,UKJ08415,31
DESERT SOUTHWEST,656501,CHICANOS POR LA CAUSA,D3,H5206302648,201
OHIO VALLEY,656686,CLARK STATE COMMUNITY COLLEGE,A1,VKB02052,0
WESTERN CANADA,656693,ENBRIDGE PIPELINES INC TECHNICAL SUPPORT,A2,NHE02635,0
OHIO VALLEY,656736,EVENFLO COMPANY INC,D3,A7208040589,921
WESTERN CANADA,656746,ASPEN REGIONAL HEALTH AUT HINTON GENERAL HOSPITAL,A2,NGM28352,524
WESTERN CANADA,656746,ASPEN REGIONAL HEALTH AUT HINTON GENERAL HOSPITAL,A4,NJF07221,524
WESTERN CANADA,656746,ASPEN REGIONAL HEALTH AUT HINTON GENERAL HOSPITAL,A4,NJE26759,524
WESTERN CANADA,656746,ASPEN REGIONAL HEALTH AUT HINTON GENERAL HOSPITAL,D1,NLU03727,"1,324"
NORTH CENTRAL CALIFORNIA,656756,MURRAY & DOWNS,D4,A7909480461,"1,913"
DESERT SOUTHWEST,656770,ARIZONA WESTERN COLLEGE,D1,H1700400762,123
NORTH CENTRAL CALIFORNIA,656995,FINISHING TOUCHES,D1,H1700401435,115
INDIANA KENTUCKY,657003,BUDGET INSTANT PRINT CTR,A4,NHW01218,214
INDIANA KENTUCKY,657066,KENTUCKIANA CHILDRENS CTR,A1,H4206803491,53
WESTERN CANADA,657109,FINNING CANADA MILDRED LAKE BRANCH 40,D3,NNV14126,0
WESTERN CANADA,657109,FINNING CANADA MILDRED LAKE BRANCH 40,F1,UYP17440,0
NORTH CENTRAL CALIFORNIA,657120,CAPITAL NEPHROLOGY MEDICAL,F1,UEW02871,105
DESERT SOUTHWEST,657185,ARIZONA WESTERN COLLEGE,A1,A7418830386,0
DESERT SOUTHWEST,657185,ARIZONA WESTERN COLLEGE,A2,A7679070363,0
DESERT SOUTHWEST,657185,ARIZONA WESTERN COLLEGE,A2,56615725,0
INDIANA KENTUCKY,657202,EAGLE STEEL PRODUCTS INC,A1,NVH03196,195
NORTH CENTRAL CALIFORNIA,657223,PACIFIC SECURED EQUITIES INTERCARE INSURANCE,F1,UYS36753,122
WESTERN CANADA,657325,EDMONTON POLICE SERVICE INTELLIGENCE ANALYSIS,C2,NSL00089,0
INDIANA KENTUCKY,657328,MULTI COLOR CORP,D2,H2500300363,242
WESTERN CANADA,657332,CITY OF EDMONTON LAND & BUILINGS BRANCH,D2,NPR10388,0
WESTERN CANADA,657332,CITY OF EDMONTON LAND & BUILINGS BRANCH,D4,NNT09845,0
WESTERN CANADA,657361,EMERGENCY RESPONSE FIRE PREVENTION BRANCH,D3,NNY12989,0
WESTERN CANADA,657365,EDMONTON POLICE SERVICE F O I P,A3,NET02367,0
WESTERN CANADA,657366,EDMONTON POLICE SERVICE ADMINISTRATION BUREAU,A3,NET02405,0
INDIANA KENTUCKY,657379,JEFFERSON COUNTY ATTORNEY 531 COURT PL,D4,NLE08258,361
SOUTHERN NEW ENGLAND,657447,ADVANTAGE HUMAN RESOURCE STE 220,F1,UFW25475,68
WESTERN CANADA,657510,CITY OF EDMONTON ADMINISTRATION BRANCH,D5,MPB01706,0
WESTERN CANADA,657515,EMERGENCY RESPONSE ERD FIRE/ RESCUE DUTY OFF,D3,NNY13108,0
WESTERN CANADA,657525,CITY OF EDMONTON BYLAW TICKEY ADMIN,D3,NNY12995,0
SOUTHERN NEW ENGLAND,657549,DR JOHN MANGIERI ORTHOPEDIC SERVICES,A1,NVH29236,41
WESTERN CANADA,657561,EMERGENCY RESPONSE ADMINISTRATION,D3,NNY12958,0
INDIANA KENTUCKY,657564,WYATT TARRANT COMBS COMMUNITY BANK BLDG,F1,UYS62712,72
WESTERN CANADA,657566,CITY OF EDMONTON ANIMAL FIELD OFFICE,F1,UKM03375,0
SOUTHERN NEW ENGLAND,657584,JEFFERSON HOUSE,F1,ULR64039,48
SOUTHERN NEW ENGLAND,657599,CDM RESTAURANTS INC,A2,NGM35275,142
INDIANA KENTUCKY,657616,AGC AUTOMOTIVE AMERICAS,D1,H9229100269,93
INDIANA KENTUCKY,657616,AGC AUTOMOTIVE AMERICAS,D1,H9228602476,55
INDIANA KENTUCKY,657616,AGC AUTOMOTIVE AMERICAS,D4,H4725200679,444
INDIANA KENTUCKY,657616,AGC AUTOMOTIVE AMERICAS,D4,H4725100830,427
DESERT SOUTHWEST,657627,PARENTS ANONYMOUS GREY HILLS HS,D1,H4300400166,93
INDIANA KENTUCKY,657638,DIGITAL GENERATION SYS,D3,NQG20317,324
INDIANA KENTUCKY,657638,DIGITAL GENERATION SYS,D3,NNV12727,324
DESERT SOUTHWEST,657639,GILA COUNTY OF,D4,A9049060479,338
SOUTHERN NEW ENGLAND,657647,HARTFORD TRANSPLANT ASSOCIATES PC,F1,ULR87269,126
INDIANA KENTUCKY,657736,JEFFERSON CO ATTORNEY HALL OF JUSTICE,D3,NQG17286,196
NORTHERN NEW ENGLAND,657806,ULVAC TECHNOLOGIES INC 1ST FLOOR,C2,NND04939,0
NORTHERN NEW ENGLAND,657816,LOWELL LOCK MONSTERS TSONGAS ARENA,F1,ZKM12409,0
INDIANA KENTUCKY,657868,PREMIER PUMPING CO,A1,NUP16570,58
NORTHERN NEW ENGLAND,657882,MBHP,F1,UYP68581,78
NORTHERN NEW ENGLAND,657901,THE GOLF CHANNEL,A2,NKU17625,162
DESERT SOUTHWEST,657944,CAPITAL TITLE AGCY,D4,MPL11533,636
DESERT SOUTHWEST,657973,HARVEY & ODOM WILBURS IGA MARKET,D2,H2411901560,139
DESERT SOUTHWEST,657980,SHONTO PREPARATORY SCHOOL,D2,H2411800789,143
DESERT SOUTHWEST,657980,SHONTO PREPARATORY SCHOOL,BLANK,AF20110014,368
